1-ZCRm,2-Energym,3-EnergyEntropym,4-SpectralCentroidm,5-SpectralSpreadm,6-SpectralEntropym,7-SpectralFluxm,8-SpectralRolloffm,9-MFCCs1m,10-MFCCs2m,11-MFCCs3m,12-MFCCs4m,13-MFCCs5m,14-MFCCs6m,15-MFCCs7m,16-MFCCs8m,17-MFCCs9m,18-MFCCs10m,19-MFCCs11m,20-MFCCs12m,21-MFCCs13m,22-ChromaVector1m,23-ChromaVector2m,24-ChromaVector3m,25-ChromaVector4m,26-ChromaVector5m,27-ChromaVector6m,28-ChromaVector7m,29-ChromaVector8m,30-ChromaVector9m,31-ChromaVector10m,32-ChromaVector11m,33-ChromaVector12m,34-ChromaDeviationm,35-ZCRstd,36-Energystd,37-EnergyEntropystd,38-SpectralCentroidstd,39-SpectralSpreadstd,40-SpectralEntropystd,41-SpectralFluxstd,42-SpectralRolloffstd,43-MFCCs1std,44-MFCCs2std,45-MFCCs3std,46-MFCCs4std,47-MFCCs5std,48-MFCCs6std,49-MFCCs7std,50-MFCCs8std,51-MFCCs9std,52-MFCCs10std,53-MFCCs11std,54-MFCCs12std,55-MFCCs13std,56-ChromaVector1std,57-ChromaVector2std,58-ChromaVector3std,59-ChromaVector4std,60-ChromaVector5std,61-ChromaVector6std,62-ChromaVector7std,63-ChromaVector8std,64-ChromaVector9std,65-ChromaVector10std,66-ChromaVector11std,67-ChromaVector12std,68-ChromaDeviationstd,69-BPM,70-BPMconf,71-BPMessentia,72-bpm_histogram_first_peak_bpm,73-bpm_histogram_first_peak_weight,74-bpm_histogram_second_peak_bpm,75-bpm_histogram_second_peak_spread,76-bpm_histogram_second_peak_weight,77-danceability,78-beats_loudness.mean,79-beats_loudness.stdev,80-onset_rate,81-beats_loudness_band_ratio.mean1,82-beats_loudness_band_ratio.mean2,83-beats_loudness_band_ratio.mean3,84-beats_loudness_band_ratio.mean4,85-beats_loudness_band_ratio.mean5,86-beats_loudness_band_ratio.mean6,87-beats_loudness_band_ratio.stdev1,88-beats_loudness_band_ratio.stdev2,89-beats_loudness_band_ratio.stdev3,90-beats_loudness_band_ratio.stdev4,91-beats_loudness_band_ratio.stdev5,92-beats_loudness_band_ratio.stdev6,genre,artist,track
0.070064404,0.054093966,3.137146983,0.192095531,0.228823957,0.559071477,0.010594682,0.115248759,-24.43954672,1.959231523,-0.363587551,0.218522075,0.193791323,0.198857581,-0.204575066,-0.001982467,-0.177820078,0.108371474,0.046716831,0.043245169,0.083345437,0.006651202,0.002616833,0.067210193,0.005335895,0.034921839,0.006867888,0.116197849,0.003698073,0.005612118,0.007284374,0.029858459,0.006376209,0.047582052,0.036529138,0.053435058,0.127857889,0.053809173,0.030549627,0.356862874,0.010386739,0.106490702,0.940567263,0.458562841,0.322076478,0.255888448,0.249846099,0.246600217,0.230454143,0.231410542,0.242471481,0.253388427,0.225725454,0.213283631,0.191187396,0.007023288,0.004209226,0.0357087,0.006618171,0.023732554,0.006492127,0.074877838,0.005557211,0.007050908,0.008466269,0.021461291,0.007338166,0.018963267,120,0.26622296,119.8594055,120,0.488372087,152,0.421052635,0.044176705,1.54208982,0.200441971,0.188820332,4.891163826,0.569047928,0.144723862,0.215331033,0.07071773,0.020424465,0.009948112,0.449428946,0.24281311,0.287242711,0.128811404,0.04592469,0.020169793,"Afro House","Idd Aziz","Panga Feat. Idd Aziz-Original Mix"
0.111954947,0.067716403,3.043891024,0.243443343,0.249763999,0.976792649,0.010556003,0.210695805,-23.95204557,1.633949126,0.40522886,0.377015298,0.119551528,0.21811323,-0.049333575,0.004654338,0.054650798,0.076323809,0.045067387,0.091401276,-0.077238147,0.007103681,0.002350325,0.124402083,0.005312088,0.019314548,0.005186695,0.04479109,0.00188646,0.003870306,0.012625349,0.045459892,0.002322899,0.045149336,0.078908288,0.077498943,0.242588712,0.075415782,0.027016205,0.712896799,0.009473599,0.206895149,1.234853472,0.625393256,0.371825872,0.310502166,0.258809964,0.234921709,0.223881351,0.205766923,0.189757828,0.189316166,0.198906575,0.193008891,0.177664084,0.008175874,0.002768538,0.104075053,0.004954941,0.015087294,0.004956937,0.041204179,0.002440653,0.003950356,0.011047386,0.034336813,0.002509077,0.02749815,120,0.267743513,119.9437103,120,0.278761089,115,0.333333373,0.025210084,1.634666324,0.109297469,0.118054278,5.891060829,0.594677925,0.095040634,0.057326928,0.045041829,0.055761576,0.171626389,0.372649848,0.122000836,0.08902847,0.0859107,0.068354599,0.225319237,"Afro House",Tanit,"Se De Ritmo-Original Mix"
0.108285105,0.070613588,3.077223567,0.241470093,0.246049816,0.85009003,0.011805782,0.175953563,-24.64560645,1.629807854,0.046387947,0.159741686,0.199192952,0.202846967,0.114964907,0.049593472,0.044834498,0.017604407,0.001035214,0.155999419,0.093511284,0.004533531,0.002765481,0.057851737,0.004387611,0.010121675,0.005326448,0.123185343,0.002141516,0.005502382,0.006672781,0.047432606,0.006310328,0.044732047,0.066209189,0.054836396,0.215905508,0.064040601,0.023847913,0.548503644,0.009760963,0.167857629,1.514478426,0.630588808,0.460428952,0.319886406,0.274775451,0.253202807,0.217920915,0.20733321,0.197964493,0.185691535,0.191323756,0.180482606,0.174309564,0.00443826,0.003040032,0.05689908,0.004779254,0.009905122,0.005166348,0.074274395,0.002631642,0.005707856,0.007507045,0.038711107,0.006012312,0.02027681,171.4285714,0.099893446,125.082901,126,0.384615362,101,0.263157904,0.058333334,1.368059516,0.120300725,0.10360986,4.657854557,0.607960403,0.061588146,0.098655388,0.117694929,0.049058422,0.079823405,0.402006477,0.115734398,0.165699586,0.211080164,0.09246929,0.138453335,"Afro House",Joeski,"El Santo-Original Mix"
0.087038455,0.08172041,3.106279129,0.285795713,0.298471109,0.597347817,0.014230541,0.143190443,-25.1913142,2.086160787,0.577407403,0.532515189,0.222341686,0.392393184,0.292648447,0.140013195,0.340363984,0.158702824,0.068177463,0.089702217,0.055946531,0.003180093,0.000687506,0.197487744,0.001517041,0.007036635,0.005095274,0.101601104,0.000364372,0.001067331,0.006746526,0.023470087,0.001494183,0.065658944,0.052867137,0.042398102,0.167152597,0.066950826,0.02443303,0.400738052,0.013473458,0.135878983,1.562571125,0.525594937,0.428623958,0.346224298,0.306714508,0.243760937,0.258653371,0.253007597,0.239177552,0.225824542,0.213920282,0.205128614,0.183341339,0.004830344,0.000845437,0.096781685,0.001594629,0.009829657,0.005291416,0.072212858,0.000458782,0.001349869,0.009356321,0.028113705,0.002243916,0.019654734,120,0.101065211,122.977417,123,0.049586773,115,0.5,0.00409836,1.533284903,0.142323539,0.075439937,6.449337006,0.856955886,0.008355978,0.022215277,0.010553803,0.010434794,0.095934547,0.178860456,0.022311203,0.045662269,0.027493872,0.024488945,0.129658893,"Afro House",Joeski,"Tierra Linda feat Canalón De Timbiqui-Original Mix"
0.121777723,0.093972237,3.133486865,0.2509571,0.245671658,1.04792494,0.0074106,0.216932399,-22.25823473,1.538182197,0.209297828,0.121651179,-0.000590764,0.140211477,0.025157183,0.007972073,-0.024597879,0.006728711,-0.063345744,-0.043819339,-0.128385457,0.016817718,0.001764494,0.095573274,0.007928709,0.008823927,0.008472999,0.085500797,0.002455906,0.005788849,0.006621316,0.022484694,0.00462516,0.038681841,0.064944714,0.065279314,0.170764752,0.066989246,0.027375685,0.556779705,0.005876402,0.171765398,1.211456265,0.549583884,0.405631162,0.347045086,0.28010097,0.26743545,0.223526573,0.247594754,0.221321933,0.237765264,0.214440917,0.198341238,0.204942074,0.015404403,0.002108791,0.053249315,0.00813801,0.008812778,0.007501844,0.07390253,0.002999819,0.006217747,0.005712941,0.024444333,0.006035857,0.020301294,120,0.208445862,122.1584625,123,0.319148898,117,0,0.024793388,1.669980526,0.031545587,0.014501002,6.599321365,0.285684884,0.221997723,0.153698862,0.112558089,0.116931945,0.168374211,0.249925315,0.185181633,0.124411225,0.124530077,0.150923654,0.166213289,"Afro House","Bernard (It)","Colours of Life-Original Mix"
0.085722972,0.086129787,3.016956573,0.256728235,0.285093076,0.53043791,0.019634234,0.134104783,-24.88070895,2.326222852,0.34543009,0.63522645,0.332518839,0.142564675,0.18642608,0.074879664,0.033826353,0.150335081,0.075532106,0.101384508,0.049556597,0.005924624,0.000712773,0.157552671,0.002851159,0.010241891,0.004088496,0.109267436,0.000445009,0.00134105,0.004801554,0.06756315,0.000708192,0.066200465,0.105331302,0.061897719,0.226439613,0.103649362,0.033281981,0.646870061,0.018850935,0.22453059,1.736141213,0.67325232,0.352819734,0.261868332,0.236135832,0.23270114,0.21921007,0.255521877,0.186848933,0.188052443,0.198174388,0.18031567,0.166692254,0.011345093,0.001015591,0.13527464,0.003686757,0.0121018,0.003629019,0.08453248,0.000710058,0.001881285,0.006743458,0.064973967,0.001167195,0.029117661,120,0.190340908,123.9507828,123,0.301255226,129,0,0.012195121,1.890020847,0.238754943,0.063982323,6.840963364,0.955581903,0.015642399,0.007542073,0.01127764,0.001173384,0.012047758,0.093166985,0.045059338,0.028430885,0.027591957,0.002712482,0.055680137,"Afro House","Kerri Chandler","Think of Something-Floyd Lavine Remix"
0.089284347,0.04980443,2.917351858,0.227979714,0.254784859,0.664768032,0.011726607,0.169892457,-24.52561197,2.491482211,0.081467403,0.335022469,0.126473152,0.192052837,0.105677691,0.129563168,0.012198311,0.015164177,0.010704263,0.015216982,0.023089256,0.012004627,0.002788923,0.114579212,0.00816259,0.021473405,0.005164023,0.062571593,0.001129792,0.003352339,0.011790923,0.046870364,0.002813677,0.04182728,0.073287701,0.046531839,0.292049033,0.092349156,0.038905865,0.647077484,0.010883696,0.213417023,1.810374337,0.567203378,0.412631611,0.281021415,0.232960259,0.223928072,0.243505273,0.202432153,0.178011049,0.194244389,0.164200893,0.162888477,0.164861718,0.010611398,0.002849791,0.095240476,0.008303999,0.017582558,0.004772439,0.041029304,0.001407191,0.003540824,0.011165815,0.036694747,0.003284905,0.024386988,120,0.198014887,122.0256348,123,0.356846452,117,0,0.004132231,1.651150823,0.046462353,0.043043435,5.782738686,0.533665776,0.148023248,0.122529253,0.05597207,0.029012615,0.148171142,0.281002939,0.129347682,0.13572219,0.075503297,0.032312017,0.212633863,"Afro House","Floyd Lavine","Soul Rise-Original Mix"
0.068167181,0.085358335,3.124748879,0.206835168,0.24700188,0.511027654,0.009398093,0.097949633,-23.48566344,2.261724834,0.267551376,0.252638999,-0.001045002,0.007786395,-0.116527308,-0.113005598,0.093105382,0.173182186,0.114643642,0.024653968,0.065777174,0.011845043,0.001369834,0.108600302,0.00426139,0.030446813,0.006184521,0.093649275,0.001419904,0.006591256,0.00854695,0.04394331,0.006623977,0.050945769,0.036780438,0.058413663,0.118810217,0.052292828,0.029682907,0.324100733,0.008621448,0.093042554,0.914102773,0.41098465,0.305721495,0.298004775,0.230856495,0.22908857,0.229429619,0.238088009,0.227142956,0.218242423,0.230158694,0.195918027,0.191638729,0.010982359,0.001441098,0.074511525,0.00520737,0.024917713,0.006327781,0.064693327,0.002535644,0.00741606,0.008695357,0.044857323,0.007293976,0.019574924,120,0.166841552,122.9765396,123,0.05907172,112,0.24999994,0.012295082,1.296776175,0.176391467,0.131642938,6.257689953,0.676227868,0.164567083,0.092440024,0.051840141,0.026780345,0.020045631,0.376884043,0.228786364,0.133865654,0.096700594,0.053469192,0.057938054,"Afro House","Emanuele Esposito","It's Not Right feat. Helen Tesfazghi-Original Mix"
0.118197957,0.04808325,3.11448675,0.242078498,0.253876101,0.959561372,0.007068243,0.189561429,-23.74829738,1.919207515,-0.009823549,-0.019169033,-0.123272993,-0.00645559,-0.154044409,-0.069811931,-0.080171314,0.008095136,0.182157999,0.073109259,0.019637704,0.010100168,0.007802094,0.03891692,0.006386375,0.012866614,0.015415033,0.080712496,0.001867323,0.006881077,0.016594136,0.026351067,0.004156788,0.030016023,0.052398778,0.046990741,0.185164027,0.055406581,0.029425014,0.423072941,0.004874523,0.132334796,1.06051917,0.488794931,0.426220767,0.351982536,0.319432746,0.278219436,0.269938849,0.254950908,0.273439986,0.232688988,0.240749382,0.214230436,0.203920013,0.010719796,0.009851438,0.025196763,0.007192505,0.013164885,0.013272649,0.059097959,0.002324552,0.007148987,0.012487961,0.021429994,0.006455232,0.014668655,120,0.12087622,122.038002,123,0.369747877,108,0.333333313,0.008264462,1.757234573,0.148938864,0.161611468,6.141035557,0.429651231,0.193322301,0.161136448,0.107152,0.083339565,0.050269436,0.420286864,0.196688876,0.16000399,0.154154643,0.101622745,0.066696167,"Afro House","Fela Kuti","International Thief Thief (I.T.T.)-Armonica & MoBlack Extended Mix"
0.076932691,0.062228994,3.087185621,0.220119293,0.251490861,0.592666153,0.012380937,0.105356152,-24.23429189,2.085135842,0.03672319,0.279101631,0.134519424,-0.086931839,-0.033969284,0.245183042,0.044577371,-0.158225695,-0.084118796,0.038734893,0.09681425,0.008086767,0.00255045,0.136057379,0.032894711,0.018690482,0.006002679,0.059340449,0.00061401,0.003387197,0.012836781,0.028963795,0.002013654,0.052107416,0.033682727,0.040367639,0.156293657,0.049335248,0.025624293,0.319409298,0.011234182,0.075205495,0.903887973,0.409986275,0.303119597,0.258731276,0.279770231,0.2668072,0.215892875,0.266334705,0.214755218,0.201767538,0.192638558,0.195907681,0.169398952,0.006445266,0.002368204,0.079981328,0.017984958,0.015619272,0.00478064,0.053702725,0.000557396,0.003149808,0.010023162,0.027556417,0.001643579,0.018829777,120,0.145663264,121.9584198,123,0.380341887,117,0.428571463,0.016528925,1.303758144,0.102954626,0.10677363,6.806316853,0.547579169,0.183538243,0.14911589,0.065395027,0.023680406,0.049055513,0.408968538,0.228924632,0.190796047,0.096977726,0.027337419,0.073649071,"Afro House","Sparrow & Barbossa","La Negra-Original Mix"
